"यहीं तो हमारा न्यू इंडिया है, पहले भाजपा देश के अंदर धर्म-जाती की राजनीति लाई?? अब देश के जनता के लोगो के अंदर इतना भेद-भाव कर दिया है BJP और गोदी मीडिया ने की यहां अब रेप करने वालो को धर्म से जोड़ के देखा जाता है। शर्म आती है ऐसे लोगों की सोच के लेकर क्या बना डाला इस देश को।",Offensive,TIN,GRP
अबे सूअर हलाला की पैदाइश ज्यादा चप्पर चप्पर किया ना जुबान खींच लूंगा साले की,Offensive,TIN,IND
और फिर भी यह सूअर की औलाद कट मुले कहते हैं कि इस्लाम खतरे में है,Offensive,TIN,IND
भोसडीके अपनी आसमानी किताब से कह की एक ही मुसलमान पैदा करके दिखा दे,Offensive,TIN,GRP
साले सूअर की औलाद तुम जैसे हिंदुस्तान में कचरा फैला रहे हो तुम जैसे ना चले गए ना हिदुस्तान से तो हिंदुस्तानी एकदम साफ हो जाएगा सालों कुछ करना कराना है नहीं गरीब आदमियों को जनता मर रही है उनको नहीं देख रहे हो सालों लड़ाई झगड़े कुत्ता हरामि हलाल की औलाद और आदमखोर,Offensive,TIN,GRP
बिलकुल ठीक कह रहे है हम ही मादरचोद है जो भाईचारा निभाते निभाते आज तक अपनी माँ बहनो की नीलामी करवाते आ रहै है इस 'भाई-चारा' नाम के शब्द ने हमें और हमारा वोट पाने वाले सांसदो को नामर्द बना दिया।,Offensive,UNT,NULL
@ghulamnazad : कांग्रेस ने अपने शासन में सबको आज़ादी दी.सही है भिड़ु ये मोदीकी माँ का ...भेनचोद एक लौंडी से मन भर जाय तो तलाक बोल के दूसरी शादी सकते थे. आज़ादी से पकिस्तान ज़िंदाबाद बोल सकते थे.अगर तेरी बेटी या बहन होती तो उसे वापर के तीन तलाक दे शकते थे.,Offensive,TIN,IND
तू हरामी हर बात पर मोदी के गु ही खाया कर हर बात पर मोदी मोदी,Offensive,TIN,IND
कुछ हरामीयोंको मजहब का नाम लेने मे शर्म आ रही है। झारखंड के मामले में ये हरामी गला फाड़ के चिल्ला रहे थे।,Offensive,TIN,OTH
ये तो मादरचोद है जनता उसको सबक सिखा दिया लोकसभा मे विधानसभा मे भी वही हाल होगा आप तो नही है दिल्ली पुलिस किसके अधिन है,Offensive,TIN,IND
तबरेज के मरने पर रंडी रोना मचाने वाली मिडिया.. दिल्ली में मुल्लों की हरकत पर शांत क्यों??? @sudhirchaudhary @myogiadityanath @anjanaomkashyap,Offensive,TIN,IND
रोहित तुझे भगवान ने भड़वा ही बनाया था या तू यहां आकर भड़वा बन गया?,Offensive,TIN,IND
मियां न आज पप्पू का लुंड ज्यादा चूस ली पीछे भी डलवा ले,Offensive,TIN,IND
नारी तकबीर अल्लाह-हू-अकबर का नारा लगाते आतंकवादी पत्थरबाज,Offensive,UNT,NULL
"कबीर सिंग इन '''''''''''' अरे ए कौन ओकरा के टच किहिस रे मादरचोद , रुक तहरा बिटिया चोदो आज काट ही देते है साला #KabirSingh",Offensive,TIN,IND
@myogiadityanath मूझे लगता है कि आपको @narendramodi को दो चार छपेड लगानी चाहिए । मोदी को मुस्लिमों की गांड चाटने कि शौख लग गया लगता है। हिंदुओ मर रहे है और ये मियाँ अपने मुस्लिम लोगों की सहायता करने में लग गए है ।,Offensive,TIN,IND
भारतीय जनता पार्टी के चाटुकार भक्त ने किया देश से सैनिको का किया अपमान #नीच जैसे शब्द का उपयोग कर आज अपनी शिक्षा का परिचय दे दिया इससे या साफ साबित होता है कि आरएसएस से प्रेरित लोग बस हमारे सेना के जवानों का अपमान कर सकते है। @adgpi @Neerajkundan @nsui @INCIndia @guptar,Offensive,UNT,NULL
"तो भोसडपाल ,कॊन हक छीन रहा है , मादरचोद ? तू भी मा चुदाये ,वो भी ! किसने बोला उसको सोशल मीडिया पे डालने को , चुप चाप निकल जाती ।लेकिन बहनचोद ,गांड मे कीडा है ना?",Offensive,TIN,IND
मुजे तो लगता है इस भो्‍सडीके मवाली के घर इसके जन्म से पहले कोई मौलवि रात को आता जाता होगा,Offensive,TIN,IND
"ये सुअर का पिल्ला है md anas ,, आतकंवादी मदरसे से पढ़ा हुआ ।",Offensive,TIN,IND
"रंडी रोना बंद कर, बाबरी मस्जिद तोड़ने वाला आतंकी देश का पीएम है. #DelhiTemple #HinduTerrorist",Offensive,TIN,IND
वास्तविकता तो ये है कि ये सब पैदाइशी हरामी ही हैं जो कायर हिन्दू थे वो मुसलमान बन गये। इन सबके पूर्वज हिन्दू ही हैं नहीं तो किसी से भी चार पीढ़ी पहले के लोगों के नाम पूछ कर देखलो। इसीलिए ये सब दोगले ही हैं।,Offensive,TIN,GRP
मदरसों के नाम से गांड़ में मिर्ची क्यों लगती है।,Offensive,UNT,NULL
BJP नेता रेप कर दे तो कोई देशभक्त नही बनता?? BJP सरकार में बच्चे मरे तो किसी मीडिया वाले का ज़मीर नही जागता?? BJP वाले कुछ भी भड़काने वाले बयान दे कोई देशभक्त सामने नही आता?? लेक़िन विपक्ष के नेता मोबाइल चलाने से थोड़ा सा कुछ बोलने पे सभी का देशभक्ति उबाल मारने लगती है।,Offensive,TIN,GRP
"कुत्ते की बीज हो 2024 मे तुम्हारी बची कुची अम्मा भी पूरी तरह खुदेगी mc, अराजक तत्व bsdk तुम्हारे फ़ुफ़े, कटुए लिखने में गान फ़टती है, यही उल्टा होता तो bold लिखते हिन्दु, सुअर के सडे हुए बीज की पैदाईश है सारे कान्ग्रेसी",Offensive,TIN,IND
"क्या @Saurabh_MLAgk झूठ बोलने की भी हद होती है । जान भूझ कर अधूरे काग़ज़ दिखाते हो जनता को । मैं सच्चाई रख देता हूँ। एमसीडी ने ठेका 5,27,48,941 में दिया। यानी लगभग 12 लाख में। @msisodia जी है कोई जवाब अपने झूठ का। शर्म है या वो भी बेच खायी आ@ArvindKejriwal जी ।",Offensive,TIN,IND
यह न्याय धर्म के आधार पर होता है एक आंतकवादी को बेल मिल सकती है परन्तु गरीबों मजलूमों की लड़ई लड़ने वाले को पैरोल नहीं मिल सकती । यही है आप का न्याय,Offensive,UNT,NULL
मैं कांग्रेस से पूछना चाहता हूँ कि जमायते इस्लामी और JKLF पर आज तक प्रतिबंध क्यों नहीं लगाया गया था ? मोदी सरकार आने के बाद इन पर प्रतिबंध लगा। इन अलगाववादियों और देशद्रोहियों पर प्रतिबंध न लगाकर कांग्रेस किसे खुश करना चाहती थी?,Offensive,TIN,GRP
"तुम हुसैन (रदि.) वाले हो, कुफ्र के नारे मरते दम तक मत लगाना। #Lynching",Offensive,TIN,IND
"बूम बूम बुमराह, कर दिया मोसदिक कि गाँड को गुमराह",Offensive,TIN,IND
जिस अनुप्रिया पटेल को आज मंत्री ना बनाकर कुर्मी समाज की अनदेखी की गयी है उनके पिता सोनेलाल पटेल को 23 अप्रैल 1999 को कल्याण सिंह की भाजपा सरकार मे पुलिस ने मार मार कर हाथ पैर तोड़ दिया था तब अतीक अहमद ने उनकी खुलेआम मदद की थी। भाजपा को वोट देने का कुर्मियों को ये कैसा सिला मिला!,Offensive,UNT,NULL
@ArvindKejriwal हरामी की औलाद अब दुबारा कभी मत भौंकना।,Offensive,TIN,IND
"जिन पत्रकारो ने सत्ता की गुलामी के लिए अपना ज़मीर बेच दिया है, वो अपने बच्चों से कैसे आंख मिलाकर बात करते होंगे ?",Offensive,UNT,NULL
आखिर ये मुस्लिम चाहता क्या है क्या इसका असली मकसद दंगा फसाद कराना है। इबादत करना या नमाज अदा करना कोई बुरी बात नही लेकिन उस नमाज या इबादत को चलती ट्रेन में सबका रास्ता रोक कर करना क्या जायज है? या ये एक साजिश है दंगा कराने की?,Offensive,UNT,NULL
अबे ज्यादा बोलूं अख्तर दिल्ली मे तेरी जात वालों ने मंदिर मे मुर्तिया तोड दी उसके बारे मे कुछ भसेगा की नही साले हरामी भारत देश का खाता है और बुराईयां भी भारत वासियों की ही करता है,Offensive,TIN,IND
तू तो बिल्कुल दलाल लग रहा हैं ऑरेंज भड़वा मेने पहली बार देखा,Offensive,TIN,IND
कहाँ मुहं काला कराकर आया है बच्चे को पेलनेवाले हरामी हलाला की पैदाईश आतंकी कौम के शेतान खतनाधारी कटुए,Offensive,TIN,IND
सुन मियाँ...आजम तेरे जैसे कोठे कि पैदावार को मंदिर के घंटे कि आवाज भी घुंघरू जैसा सुनाई पड़ेगी जिस आदमी को संसद भवन की गरिमा का अहसास नही वो सांसद भड़वा है..!!!!,Offensive,TIN,GRP
"ये हरामी केजरीवाल को दिखाई दिया कि नही नही दिखाई दिया होगा क्यो की केजरीवाल तो मुसलमानो का खुदा है,",Offensive,TIN,IND
हाथी चले अपनी चाल #कुत्ते भौंके सौ हज़ार,Offensive,UNT,NULL
"बड़े बड़े बकचोद, बकलोल, बड़बोले, फेंकू और झूठे देखे, पर ऐसा वो भी ओवैसी प्रेमी कटवा और सूअर नहीं देखा जिसने ट्रम्प की बेटी को भी नहीं बख्शा...",Offensive,TIN,IND
एसे भोस्डीके मौलवी तो कितने मस्जिद मे बैठे तुम लोगो की छोटी छोटी लडकियो को रोज ठोकते है ना गन्ड़ू राम रहीम ना मदरचोद आसाराम भगवान है कुछ लोग है जो इनके पीछे साले मूर्ख थे पर मस्जिदो मे जो राक्षस पाल रखे है वो तो आये दिन किसी को आगे से किसी पीछे से ठोकते रह्ते है उनका पकड ले,Offensive,TIN,OTH
"सर जिस दिन रोड़ पर चौराहे पर केजरीवाल की माँ बहन और बेटी को कठूवे चोद के जांयेगे उस दिन केजरीवाल को पता लगेगा, इस कुत्ते की फैमिली को पुलिस सुरक्षा मीली हुयी है इस रंडी के बच्चे को नहीं फरक पड़ता",Offensive,TIN,IND
"#भारतमें बहोत #कुत्ते आवारा बनकर घुमते रहते है,भुँकते है और काँटते भी रहे है.. अगर #पाकीस्तानमें गोशकी कमी है और चावसे ईसे खाना चाहते है तो ईनको भेजे क्या? बिलकुल मुफ्त!!!@no cost..",Offensive,TIN,GRP
तुम हो सुअर कि औलाद तुम्हारा अब्बा है सुअर इतने शरीफ़ नहीं हो तुम आतंकियों बस मैं इतना बोल रहा हुँ आराम से रहो वरना हिंदू ने हथियार उठा लिए ना फिर कही कुछ नहीं कर पाओगे,Offensive,TIN,IND
भोसंदी वाले कुतिया की पैदाइश अपना गान्द खुज्लीवाल पप्पू से फड्वा बीजेपी वालो के चक्कर मे पडेगा तो सूअर की औलाद तेरे पिछवाडे टाका भी लगाने लायक नही बचेगा कुतीया की पैदाइश,Offensive,TIN,IND
तू #कुत्ते का नही #बिल्ली का #बच्चा है कुत्ता वफ़ादार होता है पर तू #बिल्ली का #बच्चा है जो सोचता है #मालिक कब जाए और मैं सब खा जाऊँ..??? BC.. तू कब #देश के #ख़िलाफ़ बोलना छोड़ेगा #बिल्ले,Offensive,TIN,IND
इमरान हुसैन तेरी औकात क्या है सूअर कल को मस्जिद टूटेगी तो चीखना चिल्लाना मत भाई चारा निभाना और शांति की अपील करना,Offensive,TIN,IND
फिर तेरी मां तेरी नयी बीवी मेरे साथ थीरीसम करेगी तू विडियो बनाना समझ गया मादरचोद,Offensive,TIN,IND
"भागकर जा, और केजरीवाल के कान के नीचे एक रखकर आजा' ....",Offensive,TIN,IND
माँ ठोको मुल्लों की । मादरचोद मुल्ले,Offensive,TIN,GRP
सूअर की फसल नसबंदी कराने से ही रुकेगी,Offensive,UNT,NULL
Tumko wapis CM bana de kya fir loot start karoge,Offensive,UNT,NULL
"अब ये हलाल करके बच्चे पैदा करेगी, क्यो की कुराण मे लिखा है,की औरत बच्चे पैदा करणे की खेती है अब ये रंडी बुरखा पहन के घर मे acting करेगी",Offensive,TIN,IND
तो ये @sardesairajdeep ऐसे चिलाता जैसे इसका बाप मर गया है ये हवाला का पैसा लेकर पत्रकारिता करता है सूअर का बच्चा,Offensive,TIN,IND
फिर पगले प्राचा को बुला लिया तूने।इस सूअर को क्यों बुलाते हो।,Offensive,TIN,IND
और सच होता कड़वा है रवीश कुमार भडवा है,Offensive,TIN,IND
"क्या भाई मानक यार तुम भी हद्द इंसान हो मतलब मोदी जी ने कह दिया मतलब ऐसा हो जाएगा?? धत्त बुड़बक ऐसा तो मोदी जी ने साध्वी प्रज्ञा के बारे में भी बोला था, कार्यवाही हुई? यहां तक कि चेतवानी भी नही दी गई? भाई ये मत भूलो उ हमारे गोधरा वाले PM है, उनका इशारा है वो इससे खुश है।",Offensive,TIN,IND
अबे दोगले ये कानून ये समाज की बात अब क्यों कर रहा है ये सब तुम जैसे दलालों का बोया बीज है तो अब फट क्यों रही है??? तुम जैसे हरामियों ने ही देश की नफरत की आग में झोंका है जब हिन्दू मोब्लिंचिंग करे मुसलमानों को जान से मारे तो बचाव करने आते हो तब ये दोगलापन कहाँ था रे हरामी,Offensive,TIN,GRP
पत्रकारिता है आती ही नही है दलाली है की जाती नही।,Offensive,UNT,NULL
"संघी और दलाल मीडिया मिलकर #इस्लाम को बदनाम करने में लगे रहते हैं, फिर भी #दुनिया में 124456 लोग हर रोज़ #इस्लाम क़बूल करते हैं। #TripleTalaqBill",Offensive,UNT,NULL
यहां कांग्रेस और मीम की बात नहीं है वे सुअर तुम जिसको गाली दिया पहचानता था उसको .?? या जिसको तुम टारगेट किया उक्त महिला ने तुम्हारा कुछ बिगाडा था ? इसका जबाब दो ना मादरचोद बिहारी ' वेश्या के पैदाइस',Offensive,TIN,GRP
#NoToJaiShriRam तो क्या भोसडीके 'अल्लाह हू अकबर' बोलकर बम फोड़ें। जो राम का नही वो किसी काम का नही।,Offensive,TIN,IND
दिल्ली बालो चुतिये हो क्या पेलो मादरचोद मुल्लो को,Offensive,TIN,GRP
"गोदी मीडिया के भक्त गोदी में खेलता रहेगा,खिलौना बन कर?पत्रकार पिट रहे हैं,कभी तुम्हारी भी,,,पुलिस पिट रही है, डाॅ, पिट रहे हैं,?,",Offensive,TIN,OTH
मुसलमान देशद्रोही सूअर को मौत की नींद सुला दो,Offensive,TIN,GRP
"गाधीं को #Africa (अफ्रीका ) में #रंगभेद दिख गया , लेकिन उसको #भारत में #जातिवाद नहीं दिखा ! है न कमाल का #महात्मा |",Offensive,TIN,IND
तू है का बे भोसडीके उनके प्रतिनिधि।,Offensive,TIN,IND
तो वो भड़वा cm उसकी माँ खुदवा ने के लिए दिल्ली पुलिस की चार्जशीट दबाके बैठा है # टुकड़े टुकड़े गैंग,Offensive,TIN,IND
"#Media420 की नमक हरामी की हद तब पार हुई ,जब पाकिस्तान में नाबालिग हिंदू बच्ची का मुस्लिम ने अपहरण करके उसे इस्लाम धर्म अपनाने के लिए मजबूर किया , इस बारे मे ना तो मीडिया ने मुंह खोला और ना ही सरकार द्वारा कोई ठोस कदम उठाया गया",Offensive,UNT,NULL
सिर्फ़ भ़ड़व़ा B ग्रेड़ वालों को मिर्ची लग रही है ??,Offensive,TIN,OTH
"Matherchod Suar katue,apni asli pahchan ke साथ आ।#कुत्ते कटुए",Offensive,TIN,IND
"ये मुल्ले सिंदूर लगाने को हराम,एक्टिंग को हराम,हिन्दू से मुस्लिम युवती शादी कर ले तो वो हराम। पर कभी इन दल्ले मुल्लो को लव जिहाद, लैंड जिहाद, आतंकवादी और पत्थरबाज के खिलाफ नहीं देखा। क्या इस्लाम में जायज़ है।",Offensive,TIN,GRP
"अबे कटे लंड के औलाद, रंडी खातून के पैदाईस सुन, अगर गलत को गलत मान रहे हो तो मर्यादित भाषा में टिप्पणी करो।",Offensive,TIN,IND
#राम_मंदिर- हम तो #कोर्ट का फैसला मानेंगे #राफेल- हम कोर्ट का फैसला क्यों माने कितनी उत्तम #क्वालिटी के #कमीने हैं ये #काग्रेसी।,Offensive,TIN,GRP
प्रतिसत सत्य कथन हिंदू समाज की धार्मिक भावनाओं से खिलवाड़ किया जा रहा सूअर की कोम देशद्रोही हैं,Offensive,TIN,GRP
"रश्मि मेरी भाभी की मोटी गांड़ मेरा मनपसंद खिलौना, शुद्ध देशी चुदाई से कराहती रश्मि भाभी हिन्दी आडियो चुदाई",Offensive,TIN,IND
चूदाई का मजा लंड लेने से आया,Offensive,TIN,IND
"क्यों बे प्रेस्या वैसे तो तू बिना बात ही भगवा आतंक का रंडी रोना करता है, और अब मुसलमान लिखने में *%#% फट रही है। और मंदिर है वो धार्मिक स्थल समझा गंवार।",Offensive,TIN,IND
कोई रंडी लगती है । इस महिला की भाषा किसी वेश्या और आवारा रंडियों जैसी है ।,Offensive,TIN,IND
कहाँ का आचार्य भड़वा है ये भड़वा हलाला की पैदाइश है ये ढोंगी,Offensive,TIN,IND
"अबे हलाला की पैदाइश, आतंकवादी, सुअर हद में रह,",Offensive,TIN,IND
"Breaking news :- अमेठी में @smritiirani ने @RahulGandhi को उनकी औकात दिखा दी, और जबरदस्त तरीके से अमेठी में जीत हासिल की #प्रज्ञा_ठाकुर ने @digvijaya_28 को उसकी औकात दिखाई और बेगूसराय की जनता ने अर्बन नक्सली @kanhaiyakumar को लात मार के भगा दिया बस यही 3 सीट मुझे देखना था",Offensive,TIN,IND
@BJP4Delhi के कार्यकर्ताओं ने कहीं चूड़ियां तो नहीं पहन ली ?? @TajinderBagga जी इसी बात पर इन्हें एक T Shirt बनाकर दीजिये। हम यहां दंगा फसाद की बात नहीं कर रहे। हमें उस एक एक सुअर को जेल की काल कोठरी में सड़ते हुए देखना है। ये नहीं होता है तो फिर नज़ारा अलग होगा,Offensive,UNT,NULL
इनके अल्लाह का नहीं है यहां पर सूअर जो मौलिक साड़ी बकरे की तरह लगते हैं इन दल्लाह का फैसला है,Offensive,TIN,GRP
Boy 1 ; भाग भोसडिके... Boy 2 ; कहाँ ??? Boy 1 ; लवड़े तू युसेन बोल्ट तो है नहि जो मेरथोन दौड़ अमरीका निकल जाएगा । घर ही निकल ले,Offensive,TIN,IND
आतकवादी से नहीं चाहिए मंदिर को रिपेयर करने के पैसे हिन्दू के पास हैं पैसे बस मंदिर तोडने वाले सूअर के औलाद को कुचला जाएं,Offensive,TIN,OTH
हूतिया उसको लूंड बोलते है तू भोसडी के नोटा लायक ही है,Offensive,TIN,IND
"70 साल तक देश को लूटने वाली #कांग्रेस के पास चुनाव लड़ने के पैसे नहीं थे, और 5 साल की ईमानदार पार्टी ने 27000 करोड़ रु खर्च कर दिए।,,,",Offensive,TIN,GRP
ये संघी भड़वा सबसे ज्यादा नफरतों का व्यापार करता है अपने चैनल पर,Offensive,TIN,GRP
Ram Naik hi hain U.P. k governor???Muh me dahi jma K baithe hain kya...,Offensive,TIN,IND
कॉमेंट्री वाले भोसड़ीके आँकड़े बता बता कर जिताने की कोसिस करते हुए# #INDvENG,Offensive,TIN,OTH
गुजरात में पुलिस हिरासत में 180 मौतें हुई लेकिन सज़ा सिर्फ़ संजीव भट्ट को न्याय में ये दोहरा माप दंड क्यों? क्या हर मामले में हल्ला मचाने वाला मीडिया इस मुद्दे पर कोई चर्चा करेगा?,Offensive,TIN,OTH
रंड़ी के औलाद तेरे चुतीया रंडीबाज कृष्णा नहाती हुई लड़कीयों का कपड़ा ले कर भागता था भोसड़ी वाला बलात्कारीयो का भगवान बलात्कारी। शंकर लन्ड मत चुस मेरा लन्ड चूस और चुसवा अपनी रंडी माँ से ज्यादा मजा मिलेगा। खिलजी के नाजायज औलाद माधरचोद कुता। भेज अपनी रंडी माँ को अभी चोदता हुँ,Offensive,TIN,IND
सातो सांसद आपके दिल्ली पुलिस आपकी फिर किस बात की देर है। खुजली वाल तो है ही हरामी। आप कुछ कयू नही करते । बहाने बाजी नही चलेगी।,Offensive,TIN,IND
सड़क छाप संघियों का हिंदुत्व आसाराम से शुरू होता है और पादवी प्रज्ञा पर खत्म..,Offensive,TIN,OTH
हर घर का नारा है मोदी तुमको जाना है। #लोकसभा #2019 @AbbasAliRushdi @yadavakhilesh @asadowaisi @syedasimwaqar @shaukat_aimim,Offensive,TIN,IND
Randi के चेले तेरा जीजा तो मोदी है जो तुम्हारी चोद के बैठा है आज तक तुम्हारी गांड दर्द कर रही है hahahhah कभी नहीं भूल पाओगे बहनकेलोडो मोदी को इतनी मजबूत लुंड डाला है तुम्हारी गांड मे,Offensive,TIN,IND
#साहेब ! अर्नब को रोकिए नहीं तो आपकी वफ़ादारी में उसका कौआ चिटक कर बाहर आ जाएगा #LokSabhaElections2019,Offensive,TIN,IND
"आज हिंदूस्तान भगवा था, और पाकिस्तान भड़वा #INDvENG #indiavsEngland #CWC19",Offensive,TIN,GRP
मोदी का मनमोहन से मिलने जाना पर्याप्त संकेत है कि अर्थ व्यवस्था चौपट हो चुकी है।बिना मतलब ये आदमी अपनी माँ के के पास भी नहीं जाता।,Offensive,UNT,NULL
संघी हरामी ने ही मंदिरो पे हमला करवाया है,Offensive,TIN,OTH
"पत्थर फैंकता हुआ नही पंडित जी, लोगो के पत्थर खाता हुआ नजर आएगा ये #नीच आदमी !",Offensive,TIN,IND
जीवन मे काली (black) घोड़ी(animal) मत बनो वरना ये मादरचोद हलाला की लण्ड काटने वाले वो कीडे औलाद है जो 72 हूरो के लिए तुमको चौराहे पर नंगी बेच देंगे पाकिस्तान और इराक इसका बेहतर उदहारण है,Offensive,UNT,NULL
पगला गई हो क्या ये फोटो 27 मई 2014 की हरामी कही के कूतिया सुवर,Offensive,TIN,IND
"राहुल की कांग्रेस कोJ&Kमें राष्ट्रपति शासन से इतनी पीड़ा क्यों हो रही है' क्याJ&Kकी बागडोर पाकिस्तान के इशारों पर नाचने वाले अब्दुल्ला, मुफ्ती जैसे ग़द्दारों के हाथों नहीं है इसलिए या कांग्रेस पत्थरबाज आतंकियों को छूट देना चाहती हैं,ताकि फ़िर से वहां पहले जैसा माहौल ख़राब हो जाय।",Offensive,TIN,IND
"जब बँटवारे मैं पाकिस्तान दे दिया था तो गांधी परिवार ने अपनी राजनीति करने के लिए इनको रहने दिया अब ये सुअर हमें ही आँख दिखा रे , क्यों इनको पाकिस्तान भगा दे ,जय सिया राम",Offensive,TIN,IND
"अटैक मंदिर पर हुआ इसीलिए शांत है, मस्जिद पर हुआ होता तो घाघरा उठाकर नाचता भड़वा जिहादी घुंघरू सेठ खुजलीवाल",Offensive,TIN,IND
बहन के लोड़े सूअर तेरी मां का भोसड़ा तूने एक बात तो सही कही बहन के लंड जिहादियों नंबर तो तुम सबका एक के बाद एक लगना है,Offensive,TIN,IND
एक देश एक चुनाव पर जिस तरह मोदी जी जोर देकर सभी पार्टियों से वार्ता करना चाहते है काश यही समझ और नीति वह देश के गिरते जलस्तर बढ़ते सूखे की समस्या बढ़ते अपराध के लिए भी दिखाते सच ही है अब देश का नेतृत्व केवल सिर्फ़ राज करने के लिए किया जा रहा है काम करने के लिए नही।,Offensive,UNT,NULL
तू सात सीट माँग रहा है तुझे तो एक सीट भी नहि देंगे। तुम जैसे कमिनो को दिल्ली तो क्या देश की जनता सीट तो दूर पानी तक पीने को नहि देंगे #कमीने कहीं के,Offensive,TIN,IND
पत्रकार भी साला बिका हुआ लग रहा है जो इस #नीच #मणि के धमकाने से डर गया और बेमतलब के माफ़ी माँगने लगा। देना था इस #ग़द्दार के कान के नीचे एक फिर देखा जाता आगे जो होता।,Offensive,TIN,IND
नहीं इसके (पप्पुआ ) के बाप की तरह पिकनिक मनाने जाये भेनचोद कुछ भी भौंकता रहता है,Offensive,TIN,IND
इन्हें हरामी घोषित करके इस्लाम से बाहर करवा दो।,Offensive,TIN,IND
"जसोल मंदिर ट्रस्ट में जमा राशि और राम कथा में दान हुई राशि, सब इन घायलों ओर मृतको को के इलाज ओर सहयोग के रूप में प्रदान कर देनी चाहिए,। लेकिन ऐसा यह करेंगे नही @ashokgehlot51",Offensive,UNT,NULL
"बंगालियों को कंगाली बोलने की #कमीने अमित शाह, तेरी ये मजाल",Offensive,TIN,IND
मेरी मृत्यु राहुल गांधी के PM बनने के बाद हो:दिग्विजय सिंह नोट: राक्षस इसी तरह के वरदान ईश्वर से मांगकर अमर होते आये है।,Offensive,UNT,NULL
"ऊँचे #पाजामे में से बाहर मत निकलो #कायरो, #हिन्दुओ के 8-10 #शेर ही तुम्हारे 5-6 सौ g**nduo पर #भारी पड़ते है। 72 #हूरो से मिलने की ज्यादा #जल्दी है तो आ जायो #मैदान में...",Offensive,UNT,NULL
मयंक गुप्ता भड़वा कहा है दलाल जले तो जले,Offensive,TIN,IND
जिस दिन भारत में हिन्दू मास बीफ नहीं खाते हैँ उस दिन मूल्य price 30% डाउन down हो जाता है फ़िरभी हिंदू अपने आपको शाकाहारी बोलते हैँ भारत में बीफ मास के 4सब से बड़े व्यपारी हिन्दू हैं !,Offensive,UNT,NULL
यहां चादर और अपनी राजनीति लपेट लो भेनचोद हर जगह राजनीति,Offensive,TIN,GRP
"अबे सूअर अगर युवक बेरोजगारी से डरा हैं। तो युवक मोदी जी को नहीं जीताते, और गटर के कीड़े यहाँ मुद्दा मंदिर तोड़ने का है। कटुवो की पैदाइश को ये मुद्दा नजर नहीं आता है कयोंकि तुम लोगों के बाप ही मुल्ला है।",Offensive,TIN,IND
1 रंडी के चक्कर में पूरी हिन्दू कॉम बदनाम नहीं होनी चाहिए,Offensive,TIN,IND
दिल्ली में पुलिस व्यवस्था तेरे बाप मोदी के हाथ में और दलाली कुत्ते दूसरे लोग बात बोल देंगे उससे क्या होगा कानून व्यवस्था के लिए अपने बाप मोदी और तेरा परदादा अमित शाह उसको टेक करके क्यों नहीं कहता हरामि यह वहां पर फटती है यह स्थिति तुम लोगों ने ही बनाई है @AMISHDEVGAN,Offensive,TIN,IND
"इन्ही कुत्तों के वजह से हमारा हिन्दू आज लाचार है, एक मंदिर के बदले 100 मस्जिद तोड़ी जाएगी।। साले जिन सुअर ने मंदिर तोड़ा मूर्तियां तोड़ी उनको जिंदा जलाया जाना चाहिए, घंटा मेरा रियल इंडिया।।",Offensive,TIN,GRP
चोर के समर्थन में उतरने वाली और ISIS झंडे लहराने वाली कौम हरामी और जिहादी ही है | कोई शक?,Offensive,UNT,NULL
इन मादेरजातो की बातों में आकर ही आज हमने अपना यह हश्र कराया हुआ है वरना अगर 2% आस पास के हिन्दू इकट्ठा हो जाते तो कोई सूअर बचता नहीं भोसD के,Offensive,TIN,GRP
कमलनाथ ने माना~कर्जमाफी के नाम पर हुआ घोटाला दोषियों पर होगी कार्रवाई किसानों के नाम पर फर्जी प्रकरण बनाकर #तीन_हजार_करोड़_रुपए_का_घोटाला_हुआ है #कमीने उल्लू मत बना सब #तेरा_ही_किया_धरा है कार्यवाही क्या खाक होगी ??? जब तेरी सरकार ही खतरे में है,Offensive,UNT,NULL
ये भड़वा 1919 के बाद पंजाब आ जाता लोग इसे जिंदा जला देते ।,Offensive,TIN,IND
मुसलमान के नाम से इसकी चूत में इतनी आग लग जाती है जिससे खाना बनाने के लिए इसके घर मे महीनो की गैस बच जाती होगी.... और जलो रंडी ़़़़ रंडी के चूत में भी आग बदन में भी आग जुबान में टट्टी,Offensive,TIN,GRP
"पर ये #कुत्ते ऐसा कर क्यों रहे है, सार्वजनिक बसों में तोड़/फोड़ अपराध है, क्यों इस सम्पति को नुकसान पहुँचा रहे है?? क्या ये देश की संपत्ति इनकी सम्पति नही है ?? या ये #कमीने ऐसा नही मानते !!!",Offensive,UNT,NULL
