Tweet,Level_A,Class,Level_C
दिनभर बात करूं फिर भी बात करने की बेकरारी बनी रहे वो अजीब सा रिश्ता है तुमसे....,not offensive,NULL,NULL
"बैट कांड: #AkashVijayvargiya को कारण बताओ नोटिस जारी करेगी @BJP4India , @narendramodi ने जताई थी नाराजगी",not offensive,NULL,NULL
इस सफर की सफलता के असली हकदार आप है @digvijaya_28 #HappyFathersDay2019,not offensive,NULL,NULL
Scha desh premi isi ko kahte h satta ka moh maya chhorakr bhi desh k liye sochana ak alg ki bat hJai hind jai akhilesh,not offensive,NULL,NULL
"मंगलौर एयरपोर्ट पर रनवे पर फिसला एयर इंडिया का विमान, सभी 183 यात्री सुरक्षित #AirIndia https://abpnews.abplive.in/india-news/air-india-express-dubai-to-mangalore-aircraft-veered-off-the-taxiway-1157610 …",not offensive,NULL,NULL
असम: NRC की गणना पूरी करने के लिए समयसीमा 31 जुलाई तक बढ़ी #NRC https://abpnews.abplive.in/india-news/assam-nrc-deadline-extended-by-one-month-final-list-to-be-published-on-july-31-1158175 …,not offensive,NULL,NULL
2000 की नोट में चिप है - #zee_हुज़ूर_news सोचा सब लोग भूल न गए हों इसलिए याद दिल दू।। @ZeeNewsHindi @ZakirAliTyagi @AbbasAliRushdi,not offensive,NULL,NULL
#चूड़ियाँ बिन शृंगार क्या खन खन के बिन घर का अर्थ क्या जैसे पानी बिन मछली का अर्थ क्या मोहब्बत के बिन ग़ज़ल का अर्थ क्या #शब्दनिधि,not offensive,NULL,NULL
कल रात को सपने में एक लड़की ने मुझसे बर्तन मंजवाए और कपड़े धुलवाए क्या मैं इसे निकट भविष्य में शादी का संकेत समझूं कृपया शादीशुदा लोग मार्गदर्शन करे,not offensive,NULL,NULL
बहुते स्वागत देखे होंगे पर ऐसा नहीं.. ऐसा जोश की आजे @narendramodi जी को फिर से @PMOIndia बनाय दें... I am enjoying @BJP4Delhi @amitmalviya,not offensive,NULL,NULL
इस ख़बर की पुष्टि हो चुकी है कि भारतीय वायु सेना के विंग कमांडर अभिनंदन वर्थमान और उनका साथी पाइलट पाकिस्तान के क़ब्ज़े में हैं। दुआ कीजिए कि हमारी सरकार विंग कमांडर अभिनंदन वर्थमान को जल्द से जल्द सकुशल भारत वापस लाए। अल्लाह अफ़ियत का मामला फ़रमाए। आमीन #BringBackAbhinandan,not offensive,NULL,NULL
पाकिस्तान के पूर्व ऑलराउंडर अब्दुल रज्जाक ने कहा कि वह भारतीय खिलाड़ी को दुनिया के सबसे बेहतरीन हरफनमौला खिलाड़ियों की सूची में शामिल कर सकते हैं। #ICCWorldCup2019 #CWC2019 #INDvsPAK,not offensive,NULL,NULL
"मुस्लिम कि जान इतनी सस्ती? झारखंड के तबरेज को पहले चोरी के शक में खंभे से बांध कर पीटा गया, फिर जय श्रीराम के नारे लगवाए, फिर घायल अवस्था में पुलिस को सौंप दिया, पुलिस हिरासत में कल उसकि मौत हो गई, अब तक एक भी आरोपी गिरफ्तार नहीं हुआ है, परिवार ने हत्या का आरोप लगाया है।",not offensive,NULL,NULL
"रोहित शर्मा कि सेंचुरी पर चर्चा है,... बिहार में बच्चों कि मौत का भी सेंचुरी लग चुकी है, लेकिन सब खामोश हैं ! #नीच.2",not offensive,NULL,NULL
"गुजरात: स्टैच्यू ऑफ यूनिटी की दर्शक गैलरी में भरा बारिश का पानी, निराश हुए पर्यटक #StatueOfUnity https://abpnews.abplive.in/india-news/gujarat-rain-water-create-puddles-in-statue-of-unity-viewers-gallery-1157114 …",not offensive,NULL,NULL
"घरों की बिक्री पर ब्रेक, बजट बढ़ाएगा रफ्तार! अन्य वीडियो के लिए क्लिक करें http://bit.ly/at_videos  #ATVideo",not offensive,NULL,NULL
#CWC19 भारत ने बांग्लादेश को 28 रनों से हराया. विश्वकप में भारत की छठी जीत के बाद भारत सेमीफाइनल में पहुंचा. #INDvBAN,not offensive,NULL,NULL
"माल्या को लंदन हाई कोर्ट से मिली राहत, प्रत्यर्पण फैसले के खिलाफ अपील की इजाजत",not offensive,NULL,NULL
India vs England Match Preview: मुश्किलों में घिरे मेजबान इंग्लैंड के सामने भारत की अजेय चुनौती https://www.wahcricket.com/news/world-cup-2019-india-vs-england-match-preview-desperate-england-seek-upswing-against-rampaging-india-to-keep-semi-final-hopes-alive-138612 …,not offensive,NULL,NULL
"#जब #शेर #चलता है तो #हजारों #कुत्ते #भोकते है ऐसी #कहावत सुना था , #आज #संसद में #देख ने को भी #मिल गया #Asaduddin #owaisi",not offensive,NULL,NULL
"माननीय प्रधानमंत्री #मोदी जी, क्या अब भी आपने #प्रज्ञा_ठाकुर को माफ़ नही किया...?",not offensive,NULL,NULL
"वो बात करेंगे कब्रिस्तान की,आप बात करो नारी सम्मान की। वो बात करेंगे गीता रामायण की,आप बात करो भारतीय सँविधान की।",not offensive,NULL,NULL
अच्छा सुनो संघियों!! #मोहम्मद_शमी को देशभक्ति दिखाने के लिए 'वंदे मातरम' बोलना पड़ेगा क्या?? #Just_पूँछिन #INDvsWI #CWC19,not offensive,NULL,NULL
"राजस्थान: पंचायती राज उपचुनाव में कांग्रेस की शानदार जीत, बीजेपी को लगा झटका #Rajasthan https://abpnews.abplive.in/india-news/rajasthan-by-polls-results-congress-bags-39-of-74-panchayat-samiti-seats-1158957 …",not offensive,NULL,NULL
#कुत्ते #भोंकते है अपने जिंदा होने का एहसास दिलाने के लिए.. मगऱ जंगल का सन्नाटा #शेर की मौजूदगी बंयाँ करता है... #modi,not offensive,NULL,NULL
इस हार से लगा था कि कुछ तो जरूर सिख जाओगे तुम लोग लेकिन लगता मायावती कि तरह पूरी तरह से विनाश करवा कर ही मानोगी। तुमको लगता बहुत बेशब्री से उस दिन का इंतजार है जब #कन्हैया_कुमार जैसा देश द्रोही दोगला नमक हराम इस देश के टुकड़े करेगा हाथ में पावर ले कर और तुम लोग चाहते भी यही हो।,not offensive,NULL,NULL
#मायावती ने अपने छोटे भाई आनंद कुमार को #BSP का राष्ट्रीय उपाध्यक्ष व भतीजे आकाश आनंद को नेशनल कॉर्डिनेटर बनाने का फ़ैसला किया है. और साथ ही साथ सतीश चंद्र मिश्रा को नीली फाइल लेकर बिना जूता पहने पीछे खड़े रहने की ज़िम्मेदारी दी गयी है।,not offensive,NULL,NULL
"आज किसी और के बेटी-बहन के साथ बलात्कार और गोली मारी जा रही कल आपकी भी बारी आ सकती है। यूँ खामोश होकर मुर्दो की तरह तमाशा देखना सबको भारी पड़ सकता है, ये सरकार की तानशाही और बढ़ सकती है। वक्त रहते सवाल उठाना सुरु कर दो वर्ना सवाल करने पे उठने लायक नही रहोगे।",not offensive,NULL,NULL
जब तक ऐसे मसलों में media और सेक्युलरो का outrage समान नही होगा तब तक भारत यादव और तबरेज़ अंसारी जैसों की तुलना होती रहेगी !,not offensive,NULL,NULL
दो मिनट का मौन उन #हिन्दुओ के लिये जो मंदिर में माथा टेकने की बजाय पर्स में 786 का नोट रखकर ये सोचते है कि बरकत आएगी,not offensive,NULL,NULL
"10 रुपए की किताब (बीरबल की कहानियाँ) बता देती है अकबर कितना बड़ा गधा था और इतिहास की किताबों में पढा रहे हैं अकबर महान था,,,",not offensive,NULL,NULL
वसीम जायरा के हिसाब से बॉलीवुड में काम करने वाले सभी मुस्लिम कलाकार हरामी है। इन सभी के पास ईमान नही है।,not offensive,NULL,NULL
"#ZairaWasim पर भड़कीं रवीना टंडन, कहा- दो फिल्म करने वालों के इंडस्ट्री छोड़ने से कोई फर्क नहीं पड़ता, अच्छा होता अगर सम्मान के साथ छोड़तीं",not offensive,NULL,NULL
"जय श्री राम के नारे आज जबरदस्ती लगवाये जा रहे है ऐसा जुल्म तो कभी अंग्रेजों ने भी भारत की जनता पर नही किया,,",not offensive,NULL,NULL
"गुङगांव मे संघी आतंकियो ने एक मुस्लिम परिवार के घर मे घुसकर उस परिवार को बेरहमी से पीटा, इस आतंकी घटना का वीडियो सोशल मीडिया पर वायरल हो रहा है। @gurgaonpolice स्पष्ट करे वह इन आतंकियो पर NSA लगाएगी या नही?",not offensive,NULL,NULL
"ये निर्णय काफी पहले होना चाहिए था कि अगर आतंकवाद का कोई धर्म नहीं होता, तो आतंकी को इस्लामिक धर्म के अनुसार दफनाया क्यों जाता है?? भारत को चाहिए कि इन आतंकियों के अंग निकाल कर जरूरतमंदों मे दिया जाए या इनकी लाशों को मेडिकल की पढ़ाई केलिए रखा जाए या केरोसिन छिड़क कर जला दिया जाए।",not offensive,NULL,NULL
केजरीवाल एक बाप मर गया सदमे से उसकी बेटी जो दुल्हन बनी ही थी उसको एक शांतिदूत अगवा करके ले गया बंदूक की नोक पर क्या कोई मुआवजा मिलेगा इंसाफ मिलेगा @KapilMishra_IND @TajinderBagga,not offensive,NULL,NULL
"कानिया बाबा शान्त है,मतलब भगवा जाने वाली है। कुछ ढोल जल्दी-जल्दी बज रहे है #प्रज्ञा_ठाकुर",not offensive,NULL,NULL
आत्मरक्षा करना सीखो वरना ये हरामी गिद्ध नोच के खा जायेंगे,not offensive,NULL,NULL
कभी किसी ने इन्हें नीच कहा था तो लोगों को बहुत मिर्ची लगी थी परन्तु तब साहेब ने ठान लिया था कि यह #नीच से भी नीच बन कर दिखाएँगे ओर सच में इन्होंने कर दिखाया #मुबारक हो आपको एक स्तर और उतरना ! कैसा लगता है इतना नीचे गिर कर ? एक गिरावट है आपके स्वभाव में बचपन से ! लानत है ।,not offensive,NULL,NULL
मीट की दुकान पर आधारकार्ड दिखाना अनिवार्य किया जाये ताकि पता तो चले की कुरैशी जी ले रहे हैं या मिश्रा जी धर्म के ठीकेदार?,not offensive,NULL,NULL
"मोदी जी कि शय मैं ही सब कुछ हो रहा है, @warispathan विधायक #AIMIM on #Lynchings #stoplynching #stopthehate #equalityforall #India @asadowaisi @anjanaomkashyap",not offensive,NULL,NULL
"मै आपकी भावनाओ को दिल से सैल्यूट करता हूँ,पर एक सोल्जर से लेकर ऑफिसर तक इतना प्रेसर है कि, एक आतंकवादी को मारने मे यदि पत्थरबाज मारा जाता है तो, हमे क्या क्या झेलना पड़ता है, ये हमे पता है, हमारे हाथ बॉधकर हमे गन पकड़ाई जाती है, नही तो काश्मीर का सिर्फ एक सोल्युसन #गन #सोल्युसन.",not offensive,NULL,NULL
"जातिगत भेदभाव की मनुवादी मानसिकता सक्षम दूल्हे को बारात तक नही निकालने देती है, घोड़ी पर नहीं चढ़ने देती है, मूँछ नहीं रखने देती है, इत्यादि इत्यादि ..... मनुवादी जातिगत भेदभाव इनकी DNA में समाया हुआ है ! पहले जाति का समूल नाश हो ! फिर आरक्षण हटाने की बात हो!",not offensive,NULL,NULL
"#लता दीदी, इस तस्वीर में सावरकर की बगल में बैठे शक्स का नाम #नाथूराम_गोडसे है... शायद #प्रज्ञा_ठाकुर की तरह आपको भी वह #राष्ट्रभक्त लगता होगा... दो—चार tweet गोडसे के सम्मान में भी हो जाएं ...",not offensive,NULL,NULL
कल इंग्लैंड में भी एक बार तो हिन्दू ख़तरे में आ गए थे फिर एक मुल्ले ने बचा लिया। #INDvAFG #Shami,not offensive,NULL,NULL
"#गांधी बापू हम शर्मिंदा है, तुम्हारे कातिल जिंदा है। #गोडसे #प्रज्ञा_ठाकुर @ParulDRayka4 @KRaval20 @ParulDRayka4 @PaunMahesh_INC @LambaAlka @AcharyaPramodk @abhayjotava",not offensive,NULL,NULL
इंशिता आजाद ने नीट की परीक्षा में आँल इंडिया स्तर पर 187 वां Sc कैटगरी मे देशभर में तीसरा रैंक हासिल किया। जब कि नीट में 720 में 673 अंक हासिल किया आरक्षण के विरोधियों को मुँहतोङ जवाब दिया बहुजन बहन को मेरी और से ढेरों शुभकामनाऐ !! #जय_भीम_नमो_बुद्धाय @Anjupra7743 @KaranwalTanu,not offensive,NULL,NULL
"नए साल में कन्हैया कुमार को #चार्जशीट मिल गई, लेकिन pm मोदी की #मार्कशीट नहीं मिली #BJP_भगाओ_देश_बचाओ @kanhaiyakumar @AbbasAliRushdi @UmarKhalidJNU",not offensive,NULL,NULL
रूठे दोस्त को मना लेना चाहिये #Kejriwal जी क्योकि वे #कमीने सारे राज़ जानते है #आप को समर्पित,not offensive,NULL,NULL
"वैसे तो 7वीं में मैंने #कुत्ते पर भी निबंध लिखा था, बाकी #काँग्रेसियों खुदही समझ गये होंगे कि मैं क्या बोलना चाहता हूँ",not offensive,NULL,NULL
एका माणसाने दुसऱ्याला #नीच म्हटले तर त्यात चुकीचे काय आहे... #NeechAadmi,not offensive,NULL,NULL
प्रज्ञा ठाकुर ने गोडसे ज़िंदाबाद कहा तो नाराज़ हो गये कन्हैया कुमार ने भारत तेरे टुकड़े होंगे कहा तो लोकसभा उम्मीदवार बना दिये #कुत्ते,not offensive,NULL,NULL
"Sir, दिल्ली के 7 MP इनके हैं, दिल्ली पुलिस इनकी है। केंद्र में सरकार इनकी बैठी है। अब अगर वहाँ सुअर 'अल्लाह हू अकबर' बोलकर एक मंदिर में तोड़फोड़ करते है। कहीं मीडिया में कोई खबर नही।",not offensive,NULL,NULL
"#प्रज्ञा_ठाकुर चुनाव लड़े तो मीडिया को कोई आपत्ति नहीं है मगर 5 बार विधायक और 1 बार सांसद रहने के बावजूद अतीक अहमद के नाम पर माफिया, बाहुबली ना जाने क्या क्या कहा जाता है प्राइम टाइम में डॉन कहकर छवि बिगाड़ी जाती है. क्या गरीबो की मदद करना गुण्डागर्दी है ? @roflfact",not offensive,NULL,NULL
साई वसन शाह उद्यान के उद्धघाटन मामले में गंगाजल पार्टी के नगरसेवक शेरी लुंड पर दर्ज हुई एफआईआर ! | first headlines india http://www.firstheadlinesindia.com/2019/03/blog-post_31.html?m=1 …,not offensive,NULL,NULL
"ज्यादातर भाजपायी या तो अपराधी, हत्यारे या महिला छेड़छाड़ के दोषी है, ऐसे मे BJP नेता साधना सिंह अगर दलित, पिछड़े और वंचितो की महिला नेता मायावती को अभद्र शब्द और गालियां देती है तो ये RSS की संघी मानसिकता को प्रदर्शित कर रही है, सम्पूर्ण RSS और BJP महिला विरोधी और दलित विरोधी है।",not offensive,NULL,NULL
"Now, it's revealed that Man who forced Agsar Ali to do sit ups & chant 'Jai Shri Ram' in West Bengal's Cooch Behar was not Hindu, but a Muslim man named Apsi Miyan. Recently many such fake cases of chanting Jai Shri Ram busted in: 1. Gurugram 2. Begusarai 3. Karimnagar 4. Delhi",not offensive,NULL,NULL
Star of the #WorldCup 1978 winning team & long term colleague of #Maradona is in India Good luck @osvaldooardiles,not offensive,NULL,NULL
".@narendramodi @BJP4India, how can you achieve 'sabka vishwas' while playing divisive politics? How can India become a $5 trillion economy if every month Muslims are lynched in the name of cow slaughter and for wearing skull cap",not offensive,NULL,NULL
You are great sirYou are the next cm of upLoveyou sir,not offensive,NULL,NULL
BJP को अगर किसी को ट्रोल करना हो तो पूरी BJP मंडली उतार देती है? नेता-परेता सब बोलने आ जाते है। 200 बच्चे मर गए कहाँ है गला फाड़ने वाले मोदी जी? कहां उनकी मण्डली? देश को नफरत बाट के वोट लेकर विदेश घूम रहे है चुनाव बीत गया अब उन्हें क्या फर्क पड़ता है?,not offensive,NULL,NULL
विपछ मे समाजवादियों की पहचान सड़क है ट्विटर और प्रेस कॉन्फ्रेंस नहीं सड़क पर उतरीए नहीं तो यादव समाज में आपके लिए बढ़ता असंतोष आपको शीर्ष से शू्न्य तक पहुचा देगा ... लोगों के भरोसा और विश्वास को टूटने से बचा लीजिए आपसे सबको बहुत उम्मीदें हैं जय समाजवाद,not offensive,NULL,NULL
गौरख़पुर मे आक्सीजन नहीं था बिहार मे अच्छा अस्पताल नहीं था गुजरात में 30 फुट की सीढी नहीं थी ! वाह भाई डिजिटल इंडिया @Anjupra7743,not offensive,NULL,NULL
मुंबई की क़िस्मत में डूबना ही लिखा है? शर्म के पानी में डूबे 30 हज़ार करोड़ रु! मुंबई ने 14 साल में कुछ नहीं सीखा ? मुंबई में बारिश का 'आफ़त'काल !,not offensive,NULL,NULL
लगता है उत्तर प्रदेश पुलिस पर शनिचर सवार है। अपराधी संभाले नहीं संभल रहा है और प्रताणितो की सुनवाई नहीं हो रही। कानून व्यवस्था चरमरा गई है। फिर भी लखनऊ के दरबार में कोई हो हल्ला नहीं। @dgpup @ChiefSecyUP @UPGovt @myogiadityanath,not offensive,NULL,NULL
#AIMIM Chief Barrister @asadowaisi tearing the Argument of Govt in Parliament,not offensive,NULL,NULL
I also congratulate all my colleagues who were sworn in today as ministers in the Modi government. Let us work hard to take forward the pledge of creating a strong and prosperous New India under the leadership of PM Narendra Modi ji.,not offensive,NULL,NULL
"Akali Dal in BJP alliance is husband & wife combination, Parivarwad has been successful in BJP, In campaign Modi never talked about Sabka vishwas, in India first time it was published by Hindu paper sabka vishwas & @narendramodi has picked that up: #AIMIM Chief @asadowaisi",not offensive,NULL,NULL
आज पहली बार @republic पर arnub goswami को polite हो कर बात करते देखा है!! कहावत सही है कि मालिक के सामने #कुत्ते केवल दुम हिलाते हैं!!,not offensive,NULL,NULL
मुंबई की बदहाली के लिए ज़िम्मेदार कौन? शर्म से 'पानी-पानी' कब होगी सरकार? 30 हज़ार करोड़ वाली बीएमसी बेबस क्यों? 10 AM @aditi_tyagi के साथ #MumbaiRainlive #MumbaiRain,not offensive,NULL,NULL
"मायावती अकेले हर दिन सरकार से लोहा ले रही हैं. 23 मई को एक महीने से ऊपर हो गया, बाक़ी विपक्षी नेता सदमे से बाहर ही नहीं निकल रहे @Mayawati",not offensive,NULL,NULL
वहाँ के पत्थरबाज और प्यारी 'मेहबूबा'।,not offensive,NULL,NULL
"कहाँ आ गए हैं.. कैसा नफरत भरा समाज बना दिया है हमने, देखिये इस मासूम बच्चे को 3/4 लोग मिलकर बेरहमी से पीट रहे हैं.. बच्चा रहम की भीख मांग रहा है.. बच्चा कह रहा है 'आप लोगों के पैर पड़ रहा हूँ' छोड़ दीजिए मगर. Narendra Modi नये भारत की नयी तस्वीर",not offensive,NULL,NULL
"Bhai, kitne logon ko lagta hai hi air-conditioned room se post dal ke hamere Akhilesh ji apana astitva bacha payenge.Maine pahle hi kaha tha Bahan ji moti chamdi wali Hain, dhoka zarur dengi, dia bhi. Ab apana Bhai bechara akele aur party hasie pe.",not offensive,NULL,NULL
Nice. But mere meeting with Governer is not enough. You have to arrange for Morchas in every district of UP.,not offensive,NULL,NULL
And the oscor goes to.. The owner of billions of dollers. Yeah the one and ONLY AKHILESH,not offensive,NULL,NULL
#AIMIM President Barrister Asaduddin Owaisi Sahab Addressing Jalsa Yaad e Salar-E-Millat at Labbaik Hotel On 09 June 2019 Near Railway Station Yakutpura Hyderabad @asadowaisi,not offensive,NULL,NULL
We'll always support u in every conditions,not offensive,NULL,NULL
". @SrBachchan जी, खट्टी मीठी इलाहाबादी सियासत की याद दिलाता ये पोस्टर याद है आपको ?",not offensive,NULL,NULL
#BreakingNews | #YesBank ने रिलायंस पावर के शेयर गिरवी रखे.. @YESBANK @reliancepower,not offensive,NULL,NULL
@RahulGandhi जी जितना मजाक उड़ाना है उड़ाइए...लेकिन एक बात गांठ बांधकर रख लीजिए कि इस तस्वीर में जो #कुत्ते है वो आपसे ज्यादा #काबिल और #जिम्मेदार है। विश्वास नहीं तो @priyankagandhi और @INCIndia के नेताओं से पूछ लीजिए। @abpnewshindi @aajtak @ZeeNews,not offensive,NULL,NULL
"अरे @SushantBSinha बाबू, #KailashVijayvargiya तुमसे पूछ रहे हैं कि तुम्हारी औक़ात क्या है ? दम है तो डिबेट करके बताओ कि तुम्हारी औक़ात क्या है ? वैसे कुछ नहीं कर पाओगे क्योंकि सच में तुम्हारी औक़ात कुछ नहीं है। इसलिए शांति बनाए रखो और चाटुकारिता में कोई कमी नहीं करना।",not offensive,NULL,NULL
रानी #लक्ष्मीबाई के बलिदान दिवस पर विनम्र श्रद्धांजलि,not offensive,NULL,NULL
तेरी #चुड़ियाँ जब भी छन छन करती है मेरा दिल धक धक करता है क्या मुहब्बत में ऐसा ही होता है? #हिन्दी_शब्द #शब्दनिधि #बज़्म #alfazmere,not offensive,NULL,NULL
"मीडिया लाॅबी का गाँड़ मारो, हिजड़े बच्चे जनते हैं क्या? हिंदू टुकड़ों-टुकड़ों में बँटा है, एक टुकड़े को मारो तो दूसरा हँसता है। हिंदुओं में सेकुलर कुत्तों की भरमार है। 'सबका साथ सबका विकास सबका विश्वास' तुष्टिकरण का नया प्रयोग। कुत्ते की मौत मरेगा हिंदू, अभी भी समय है, चेत जाओ।",not offensive,NULL,NULL
मुझे नही मालूम ये कहाँ का वीडियो है पर ये मालूम देश में bjp का राज है और PM मोदी है बस काफी है समझने के लिए जनता को @_SoniaGandhi @JM_Scindia @dimpleyadav @KPadmaRani1 @BhavikaKapoor5 @AacharyaSahiiL @yadavakhilesh @Anjupra7743,not offensive,NULL,NULL
"देश के 8 राज्यों में हिन्दू अल्पसंख्यक हो चुका है। फिर भी हिन्दू सो रहा है। जहां वो बहुमत में है वहां तो वह जातियों में बंटा है ही, लेकिन जहां अल्पमत में है वहां भी जातिवाद प्रबल है। जातिवाद का जहर जब तक नहीं निकलता तब तक हिन्दू ऐसे ही कुचला जाता रहेगा और कुछ नहीं कर सकेगा",not offensive,NULL,NULL
"आखिरी चरण का चुनाव आने को है लेकिन #मेक-ईन_ईन्डीया,#स्टार्टअप_ईन्डीया, या #स्कील_ईन्डीया के नाम पर #नीच ने वोट मांगा?",not offensive,NULL,NULL
मेरे दिल में भी किसी का घर होवे कदे वो आये कदे जाये कुछ मेरी सुने कुछ अपनी सुनाए,not offensive,NULL,NULL
Karo karo...atleast try to krte raho..hona to kucch h nahi aapka....,not offensive,NULL,NULL
"#ठंडक पड़ गयी ये नज़ारा देख के, #कमीने छुप के सेना के वीरो पे गोली दागते है, अब लगे है सेना के हाथ, पहुच गए #हूरो के पास !! इनकी लाश के पास आज कोई कुत्ता भी नही था, सब के सब जलील थे !!!",not offensive,NULL,NULL
"जिन लोगों का जन्म ही कायरता की बिसात पे हुआ हो, वो भला वीरसावरकर को पहचानेंगे भला कैसे... #डरा_हुआ_मुसलमान",not offensive,NULL,NULL
भड़वा रंग पहन के जीत कैसे सकते हो ये अंग्रेजो की दलाली का रंग हे फिर गुलामी करके जिताना तो पड़ता ही इंग्लैंड को @sawalaramparmar @Azad_NR @SanjayG58966752 @Kavita_Sharma4,not offensive,NULL,NULL
"मेरठ: शौहर ने डाला हलाला का दबाव तो महिला ने अपनाया हिंदू धर्म, कर्ज उतारने के लिए गलत काम करने को पति ने भेजा था नेपाल। हलाला कराने नेपाल भेजी गई महिला, वहां से बचकर निकल आई. यहां आकर उससे मारपीट की गई और जलाकर मारने का प्रयास करने पर हिन्दू धर्म अपनाया।",not offensive,NULL,NULL
"और जिसका अर्थ समझ में आया, उसमे पता चला होगा की उनके पूर्वजों ने भारत क्यों नहीं छोड़ा था? अब यह असंभव है! कोई #नीच ही होगा जो वहां जाकर मरने की सोचेगा, और उस विषय में बहस करने की हिम्मत करेगा !",not offensive,NULL,NULL
इंसेफ्लाइटिस से मरने वाले ज्यादातर बच्चे गरीब परिवारों से थे- नीतीश कुमार #BiharEncephalitisDeaths https://abpnews.abplive.in/bihar-news/nitish-kumar-said-most-aes-victims-were-from-poor-families-1158166 …,not offensive,NULL,NULL
"सबब तलाश करो अपने हार जाने का,किसी की जीत पे रोने से कुछ नही होगा।।",not offensive,NULL,NULL
आदरणीय दिल्ली पुलिस कमिश्नर @CPDelhi जी दिल्ली में एक मंदिर तोड़ दिया गया सब कुछ कैमरें में दर्ज हैं अभी तक मंदिर तोड़ने वाले खुले घूम रहे हैं समाज ने असाधारण धैर्य और सहनशीलता का परिचय दिया हैं यहीं हमारी पहचान हैं परंतु धैर्य की परीक्षा मत लीजिए #TempleTerrorAttack,not offensive,NULL,NULL
"हे राम .... :( , इस हालत में भी पुलिस वाला पीड़ित से कह रहा है कि जाओ और जाकर लिखित में शिकायत ले कर आओ, मेडिकल करवा कर आओ, आखिर यह कैसे असंवेदनशीलता है.. बेहद अमानवीय। @Uppolice",not offensive,NULL,NULL
स्वास्थ्य मंत्री मंगल पांडे की इस्तीफा की मांग करते हुए विधान सभा से विपक्ष ने वाक आउट किया। आरजेडी कौंग्रेस के सदस्य सदन से बाहर निकले। @abpnewshindi @sangitatewari,not offensive,NULL,NULL
"आतंकवादी अजहर मसूद पाकिस्तान चुनाव में हार जाता है काश ये साध्वी प्रग्या से सलाह लेता तो चुनाव क्या मंत्री भी बन जाता,,",not offensive,NULL,NULL
"Yesterday, India was fighting as seriously against England as Pakistan fighting against terrorism #INDvsEND",not offensive,NULL,NULL
#HTP क्या संसद में वन्दे मातरम पर ऐतराज धार्मिक कट्टरता है? @nehapant19 #वन्दे_मातरम @syedasimwaqar ने जोरदार जवाब दिया. @asadowaisi 1/2,not offensive,NULL,NULL
"यह सुधरेगी नहीं कभी कश्मीर पे कभी महाराष्ट्र पे ,पैसे कमाने का यह #नीच ख्याल अच्छा है ग़ालिब I इस पायल की दुकान बंद करवा दो तब अक्ल आएगी",not offensive,NULL,NULL
भारत पहला देश होगा। जहां 'मुसलमान' अपनी 'बीवी' को छोड़ेगा तो 'तीन साल' की सजा होगी और 'हिन्दू' छोड़ेगा तो 'प्रधानमंत्री' बनेगा।,not offensive,NULL,NULL
"ये आपके नेता साहब के मुँह से रंड़ी हिजड़ा ये सब अच्छा नहीं लगता है 24 घंटा टोपी सर पर होती है ज़ुबान गन्दी इस्तेमाल करते है, मीडिया में coverage के चक्कर में",not offensive,NULL,NULL
"कम दामों पर जीवन रक्षक दवाएं सुनिश्चित कर रही मोदी सरकार। NPPA द्वारा कैंसर की 526 ब्रांड की दवाओं के दाम में 90% तक की कटौती, मरीजों को होगी 984 करोड़ रुपये की वार्षिक बचत।",not offensive,NULL,NULL
एबीपी न्यूज़ पर दिनभर की बड़ी खबरें https://abpnews.abplive.in/india-news/top-and-latest-news-of-today-at-abp-news-11-1157554 …,not offensive,NULL,NULL
“Winners take it all” But one can blame the pitch if s/he believes defeat is knocking. @MamataOfficial @narendramodi @AITCofficial @BJP4India @BJP4Bengal,not offensive,NULL,NULL
"हर जगह बच्चों की मौत का मातम है लेकिन कुछ चंद पत्रकार अपनी भक्ति का परिचय देते हुए पक्ष विपक्ष का खेल खेल रहे। शर्म आनी चाहिए ऐसे चरनचुम्बी चरणचट्टू पत्रकारो को काश पत्रकार बिके ना होते , तो शायद अंधी सरकार की आंखे मासूम बच्चो की तरफ आ जाती? खैर हिन्दू-मुस्लिम सलामत रहे।",not offensive,NULL,NULL
We will win bhaiya ji ........ Satya ki kabhi prajay nhi ho sakti ... App banao samikarad Jeet toh apni hi hogi ....... We will win bhaiya ji ........Satya ki kabhi prajay nhi ho sakti ...App banao samikarad Jeet toh apni hi hogi ....... …,not offensive,NULL,NULL
"अयि नन्दतनुज किंकरं पतितं मां विषमे भवाम्बुधौ। कृपया तव पादपंकज- स्थितधूलिसदृशं विचिन्तय॥ हे नन्दनन्दन, इस दुर्गम भव-सागर में पड़े हुए मुझ सेवक को अपने चरण कमलों में स्थित धूलि कण के समान समझ कर कृपा कीजिये॥ जय श्री कृष्ण – at PVR CINEMAS",not offensive,NULL,NULL
"जय श्री राम,अल्लाह हू अकबर,हँसी मज़ाक़ और ठहाके, वन्दे मातरम् का विरोध, ये सब भारत की संसद में हुआ,लेकिन जो होना चाहिये था वो नहीं हुआ, 200 बच्चों की मौत पे ना “चिंता” हुई ना चिंतन...",not offensive,NULL,NULL
सादी करके मा कब बनने वाली हो भाभी,not offensive,NULL,NULL
"जिहाद, आतंकवाद, पत्थरबाज, भारत विरोधी नारे, पाकिस्तान का समर्थन अगर यही सब जन्नत है तो भाई आप नरक कैसा होता है वो भी बता दो.",not offensive,NULL,NULL
